구별,의료기관명,의료기관종별,의료기관주소(도로명),의료기관전화번호,데이터기준일자
분당구,분당연세이비인후과의원,의원,"경기도 성남시 분당구 돌마로 478, 211호 (서현동, 창인프라자)",031-702-8222,2026-03-04
분당구,서울내과의원,의원,"경기도 성남시 분당구 성남대로 906, 5층 (야탑동, 주택은행내)",031-702-9828,2026-03-04
분당구,백년지기한의원,한의원,"경기도 성남시 분당구 운중로 122, 403호 (운중동, 골드클래스)",031-703-1079,2026-03-04
분당구,분당소아청소년과의원,의원,"경기도 성남시 분당구 중앙공원로39번길 49, 서현 지엔느 203-1호 (서현동)",031-703-3375,2026-03-04
분당구,분당안과의원,의원,"경기도 성남시 분당구 성남대로 912, 분당BYC빌딩 407,408,409-1,410호 (야탑동)",031-703-6464,2026-03-04
분당구,좋은치과의원,치과의원,"경기도 성남시 분당구 돌마로476번길 41, 2층 (서현동, 분당빌딩)",031-703-7012,2026-03-04
분당구,해바라기한의원,한의원,"경기도 성남시 분당구 성남대로926번길 6, 507호 (야탑동, 대덕프라자)",031-703-7530,2026-03-04
분당구,강남한의원,한의원,"경기도 성남시 분당구 서현로210번길 17, 광림플라자 304호 (서현동)",031-703-7590,2026-03-04
분당구,소운정신건강의학과의원,의원,"경기도 성남시 분당구 서현로210번길 2, 305호 (서현동, 성지하이츠텔)",031-703-7820,2026-03-04
분당구,해피닥터의원,의원,"경기도 성남시 분당구 정자일로 227, 501~502호 601호 (정자동, 백궁지엔느)",031-704-0008,2026-03-04
분당구,에이엔에이내과의원,의원,"경기도 성남시 분당구 황새울로335번길 5, 301호 (서현동, 앤타운빌딩)",031-704-2121,2026-03-04
분당구,분당그린치과의원,치과의원,"경기도 성남시 분당구 성남대로926번길 6, 404호 (야탑동, 대덕프라자 )",031-704-2804,2026-03-04
분당구,분당서울재활의학과의원,의원,"경기도 성남시 분당구 장미로 78, 3층 301호 (야탑동, 시그마3)",031-704-5500,2026-03-04
분당구,정자헌내과의원,의원,"경기도 성남시 분당구 성남대로926번길 6, 4층 406호 (야탑동, 대덕프라자)",031-704-6575,2026-03-04
분당구,트루맨남성의원,의원,"경기도 성남시 분당구 성남대로 926, 701호 (야탑동, 분당메트로)",031-704-7555,2026-03-04
분당구,연세정정신건강의학과의원,의원,"경기도 성남시 분당구 서현로321번길 10, 3층 (서현동)",031-704-7585,2026-03-04
분당구,양형길한의원,한의원,"경기도 성남시 분당구 양현로94번길 11, 302호 (이매동, 청학상가)",031-704-9090,2026-03-04
분당구,메디사랑의원,의원,"경기도 성남시 분당구 장미로 198, 1층 104호 104-1~3호 (야탑동, 아델파크빌)",031-704-9114,2026-03-04
분당구,표호수이비인후과의원,의원,"경기도 성남시 분당구 성남대로 926, 503호 (야탑동, 분당메트로빌딩)",031-705-0767,2026-03-04
분당구,늘편한하지외과의원,의원,"경기도 성남시 분당구 황새울로 340, 교정공제회 서현빌딩 5층 (서현동)",031-705-0880,2026-03-04
분당구,이지함피부과의원,의원,"경기도 성남시 분당구 서현로 204, 402,403호 (서현동, 엘지에클라트2)",031-705-2100,2026-03-04
분당구,은비뇨기과의원,의원,"경기도 성남시 분당구 야탑로 95, 2층 (야탑동, 세신빌딩)",031-705-3161,2026-03-04
분당구,김내과의원,의원,"경기도 성남시 분당구 판교로 433, 301호 (야탑동, 삼성코아)",031-705-4579,2026-03-04
분당구,신지용정신건강의학과의원,의원,"경기도 성남시 분당구 성남대로916번길 7, 301호 (야탑동, 서일빌딩)",031-705-5594,2026-03-04
분당구,메이저피부과의원,의원,"경기도 성남시 분당구 황새울로351번길 10, 3층 302(일부)호 (서현동, 여얌빌딩)",031-705-7345,2026-03-04
분당구,e-서울이비인후과의원,의원,"경기도 성남시 분당구 황새울로342번길 11, 401호 402호 (서현동, 금호리빙스텔)",031-706-0270,2026-03-04
분당구,고형기소아청소년과의원,의원,"경기도 성남시 분당구 장미로 139, 201호 (야탑동,  매화마을 공무원아파트상가)",031-706-1350,2026-03-04
분당구,서현서울내과의원,의원,"경기도 성남시 분당구 황새울로342번길 11, 403호 404호 (서현동, 금호리빙스텔)",031-706-1771,2026-03-04
분당구,행복한가정의원,의원,"경기도 성남시 분당구 동판교로 59, 자유퍼스트프라자1 501호 (백현동)",031-706-7585,2026-03-04
분당구,신상은정신건강의학과의원,의원,"경기도 성남시 분당구 성남대로926번길 6, 6층 602호 (야탑동, 대덕프라자)",031-706-8131,2026-03-04
분당구,아름다운나라피부과의원,의원,"경기도 성남시 분당구 황새울로 332, 6층 일부호 (서현동, 분당문화센터)",031-707-0545,2026-03-04
분당구,서울엔도내과의원,의원,"경기도 성남시 분당구 서현로 184, 213호 (서현동)",031-707-0567,2026-03-04
분당구,애플소아청소년과의원,의원,"경기도 성남시 분당구 성남대로779번길 50, MDG 1층 (이매동)",031-707-1756,2026-03-04
분당구,홍안과의원,의원,"경기도 성남시 분당구 성남대로 926, 508호 (야탑동, 분당메트로빌딩)",031-707-2580,2026-03-04
분당구,청강한의원,한의원,"경기도 성남시 분당구 양현로94번길 19, 307호 (이매동, 남서울프라자)",031-707-3135,2026-03-04
분당구,야베스가정의학과의원,의원,"경기도 성남시 분당구 분당로263번길 39, 207호 (서현동, 레이디파크빌딩)",031-707-3224,2026-03-04
분당구,오라클피부과의원,의원,"경기도 성남시 분당구 서현로180번길 13, 601~604호 (서현동, 서현프라자)",031-707-4975,2026-03-04
분당구,연세리정신건강의학과의원,의원,"경기도 성남시 분당구 서현로 192, 301호 (서현동, 야베스벨리)",031-707-5646,2026-03-04
분당구,우경종정신건강의학과의원,의원,"경기도 성남시 분당구 황새울로312번길 20, 303호 (서현동, 태성빌딩)",031-707-6353,2026-03-04
분당구,분당서울의원,의원,"경기도 성남시 분당구 벌말로 35, 203호 (야탑동, 대명빌딩)",031-707-7582,2026-03-04
분당구,탁용준내과의원,의원,"경기도 성남시 분당구 성남대로 926, 407,410호 (야탑동, 분당메트로빌딩)",031-707-7715,2026-03-04
분당구,노블클래식의원,의원,"경기도 성남시 분당구 성남대로926번길 6, 야탑 대덕프라자 407호, 408호 (야탑동)",031-707-7930,2026-03-04
분당구,행복한여우의원,의원,"경기도 성남시 분당구 황새울로351번길 10, 7층 704호 (서현동, 여암빌딩)",031-707-8878,2026-03-04
분당구,W7치과의원,치과의원,"경기도 성남시 분당구 운중로 115, 302~303호 (운중동, 판오션타워상가)",031-707-9577,2026-03-04
분당구,성모신경정신건강의학과의원,의원,"경기도 성남시 분당구 성남대로 926, 510호 (야탑동, 메트로빌딩)",031-708-0353,2026-03-04
분당구,뜰에샘의원,의원,"경기도 성남시 분당구 장미로 78, 210호 (야탑동, 시그마3)",031-708-1213,2026-03-04
분당구,전피부과의원,의원,"경기도 성남시 분당구 돌마로 478, 206호 (서현동, 창인프라자)",031-708-5300,2026-03-04
분당구,엠디그린피부과의원,의원,"경기도 성남시 분당구 성남대로779번길 52, 203~206호 305~306호 (이매동, 신흥코아)",031-708-7572,2026-03-04
분당구,샤인의원,의원,"경기도 성남시 분당구 분당로53번길 9, 3층 302호 (서현동)",031-708-7911,2026-03-04
분당구,분당예비뇨기과의원,의원,"경기도 성남시 분당구 서현로321번길 10, 3층 일부호 (서현동)",031-708-8303,2026-03-04
분당구,연세맑은이비인후과의원,의원,"경기도 성남시 분당구 동판교로 61, 자유퍼스트프라자2 401호, 403호 (백현동)",031-709-0075,2026-03-04
분당구,YES성형외과의원,의원,"경기도 성남시 분당구 황새울로342번길 9 (서현동, 서울문고)",031-709-2306,2026-03-04
분당구,365MC의원,의원,"경기도 성남시 분당구 서현로210번길 17, 광림플라자 4층 401~402호 (서현동)",031-709-3652,2026-03-04
분당구,로즈앤성형외과의원,의원,"경기도 성남시 분당구 성남대로 385, 502호 (정자동, 분당클리닉빌딩)",031-709-6333,2026-03-04
분당구,연세모네피부과의원,의원,"경기도 성남시 분당구 분당로53번길 22, 5층 (서현동)",031-709-6354,2026-03-04
분당구,씨앤피차앤박피부과의원,의원,"경기도 성남시 분당구 황새울로342번길 9, 8호 (서현동, 서울문고)",031-709-7229,2026-03-04
분당구,3대정이비인후과의원,의원,"경기도 성남시 분당구 야탑로 95, 2층 (야탑동, 세신옴니코아)",031-709-8400,2026-03-04
분당구,리체내과신경과의원,의원,"경기도 성남시 분당구 성남대로 385, 402호 (정자동, 분당클리닉)",031-710-9510,2026-03-04
분당구,리지엔피부과의원,의원,"경기도 성남시 분당구 성남대로 385, 501호 (정자동, 분당클리닉빌딩)",031-710-9580,2026-03-04
분당구,라끄리니정신건강의학과의원,의원,"경기도 성남시 분당구 성남대로 385, 504호 (정자동, 분당클리닉빌딩)",031-710-9590,2026-03-04
분당구,최숙경안과의원,의원,"경기도 성남시 분당구 미금로 48, 302호 (구미동, 오성프라자)",031-711-0056,2026-03-04
분당구,연세김남수안과의원,의원,"경기도 성남시 분당구 백현로101번길 16, 409~413호 (수내동, 대덕프라자)",031-711-0075,2026-03-04
분당구,21세기연세의원,의원,"경기도 성남시 분당구 성남대로 345, 7층 701~703호 (정자동, 정자역프라자)",031-711-0078,2026-03-04
분당구,미모아피부과의원,의원,"경기도 성남시 분당구 돌마로 67, 309호 (금곡동, 금산젬월드)",031-711-0086,2026-03-04
분당구,서울예미인피부과의원,의원,"경기도 성남시 분당구 성남대로 912, 203~205호 (야탑동, 분당BYC빌딩)",031-711-0280,2026-03-04
분당구,이봉구피부과의원,의원,"경기도 성남시 분당구 내정로 170, 304호 (수내동, 동신파크빌딩)",031-711-1213,2026-03-04
분당구,일리노이 치과교정과 치과의원,치과의원,"경기도 성남시 분당구 백현로101번길 23, 401호 (수내동, 미도프라자)",031-711-3111,2026-03-04
분당구,연세가정의학과의원,의원,"경기도 성남시 분당구 돌마로356번길 3, 317호 (수내동, 그랜드프라자)",031-711-4568,2026-03-04
분당구,리뉴미피부과의원,의원,"경기도 성남시 분당구 성남대로331번길 11-3, 4층 (정자동, 여민빌딩)",031-711-6711,2026-03-04
분당구,강욱내과의원,의원,"경기도 성남시 분당구 내정로 170, 408호 (수내동, 동신파크)",031-711-8686,2026-03-04
분당구,지성치과의원,치과의원,"경기도 성남시 분당구 내정로165번길 38, 2층 37호 (수내동, 양지마을 602동 상가)",031-711-9241,2026-03-04
분당구,김정규이비인후과의원,의원,"경기도 성남시 분당구 내정로 170, 301,302호 (수내동, 동신파크빌딩)",031-711-9601,2026-03-04
분당구,강동우정신건강의학과의원,의원,"경기도 성남시 분당구 성남대로 345, 정자역 프라자빌딩 506호 (정자동)",031-712-0506,2026-03-04
분당구,열린이비인후과의원,의원,"경기도 성남시 분당구 성남대로 32, 201호 (구미동, 보명프라자)",031-712-0575,2026-03-04
분당구,전종관비뇨기과의원,의원,"경기도 성남시 분당구 돌마로 67, 204호 205호 (금곡동, 금산젬월드)",031-712-1070,2026-03-04
분당구,이지의원,의원,"경기도 성남시 분당구 성남대로 34, 402호 (구미동, 하나프라자)",031-712-1403,2026-03-04
분당구,판교성모이비인후과의원,의원,"경기도 성남시 분당구 대왕판교로606번길 58, 2-18호 2-19B호 (삼평동, 판교푸르지오월드마크)",031-712-3317,2026-03-04
분당구,서울수내과의원,의원,"경기도 성남시 분당구 돌마로366번길 42, 3(일부)층 301호 (수내동, 동한프라자)",031-712-5375,2026-03-04
분당구,황혜영소아과의원,의원,"경기도 성남시 분당구 내정로 29, 207호 (정자동, 금곡프라자)",031-712-6603,2026-03-04
분당구,분당서울내과의원,의원,"경기도 성남시 분당구 돌마로 75, 403호 (금곡동, 미금프라자)",031-712-7700,2026-03-04
분당구,분당연세내과의원,의원,"경기도 성남시 분당구 성남대로 34, 502호 (구미동, 하나프라자)",031-713-0875,2026-03-04
분당구,배희동내과의원,의원,"경기도 성남시 분당구 내정로17번길 2, 4005호 (정자동, 한솔프라자)",031-713-3118,2026-03-04
분당구,리즈피부과의원,의원,"경기도 성남시 분당구 성남대로331번길 3-3, 젤존타워III 4층 403호, 404호 (정자동)",031-713-3553,2026-03-04
분당구,분당우리산부인과의원,의원,"경기도 성남시 분당구 성남대로 168, 미도프라자 2층 202, 208호 (금곡동)",031-713-3700,2026-03-04
분당구,서울메이피부과의원,의원,"경기도 성남시 분당구 미금로 44, 3층 (구미동, 국민프라자)",031-713-7766,2026-03-04
분당구,연세에덴정신건강의학과의원,의원,"경기도 성남시 분당구 돌마로 47, 409호 (금곡동, 이코노샤르망)",031-713-9434,2026-03-04
분당구,코앤코김규식이비인후과의원,의원,"경기도 성남시 분당구 백현로101번길 16, 대덕프라자 2층 216호 (수내동)",031-714-0707,2026-03-04
분당구,에스앤유피부과의원,의원,"경기도 성남시 분당구 황새울로200번길 9-7, 201~203호 (수내동)",031-714-0808,2026-03-04
분당구,리앤홍이비인후과의원,의원,"경기도 성남시 분당구 성남대로331번길 7, 401호 402-1일부호 (정자동, 정자스타빌딩)",031-714-1077,2026-03-04
분당구,연세제이의원,의원,"경기도 성남시 분당구 성남대로 168, 309,310호 (금곡동, 미도프라자)",031-714-1091,2026-03-04
분당구,서울중앙내과의원,의원,"경기도 성남시 분당구 미금로 39, 205~206호 (구미동, 로얄프라자)",031-714-2363,2026-03-04
분당구,성이비인후과의원,의원,"경기도 성남시 분당구 미금로 44, 3층 (구미동, 국민프라자)",031-714-3200,2026-03-04
분당구,차영수피부과의원,의원,"경기도 성남시 분당구 내정로 29, 202호 302~303호 (정자동, 금곡프라자)",031-714-5737,2026-03-04
